	manual_annotation
12074-Sample_100	OPCs
12079-Sample_100	Oligodendrocytes
12088-Sample_100	Oligodendrocytes
12090-Sample_100	Astrocytes
12093-Sample_100	Oligodendrocytes
12106-Sample_100	Inh. Neurons
12167-Sample_100	Exc. Neurons
12181-Sample_100	Exc. Neurons
12199-Sample_100	Oligodendrocytes
12204-Sample_100	Oligodendrocytes
12263-Sample_100	Oligodendrocytes
12280-Sample_100	VLMCs
12287-Sample_100	Oligodendrocytes
12293-Sample_100	Astrocytes
12306-Sample_100	Astrocytes
12322-Sample_100	Exc. Neurons
12348-Sample_100	Inh. Neurons
12392-Sample_100	Oligodendrocytes
12419-Sample_100	Astrocytes
12437-Sample_100	Exc. Neurons
12444-Sample_100	Oligodendrocytes
12465-Sample_100	Inh. Neurons
12470-Sample_100	Astrocytes
12515-Sample_100	Oligodendrocytes
12535-Sample_100	Astrocytes
12564-Sample_100	Astrocytes
12591-Sample_100	Astrocytes
12597-Sample_100	Exc. Neurons
12618-Sample_100	Astrocytes
12629-Sample_100	Astrocytes
12635-Sample_100	Oligodendrocytes
12735-Sample_100	Oligodendrocytes
12750-Sample_100	Oligodendrocytes
12785-Sample_100	Oligodendrocytes
12789-Sample_100	Inh. Neurons
12817-Sample_100	Oligodendrocytes
12866-Sample_100	Astrocytes
12893-Sample_100	Astrocytes
12936-Sample_100	Oligodendrocytes
12958-Sample_100	Oligodendrocytes
13002-Sample_100	Exc. Neurons
13021-Sample_100	Exc. Neurons
13032-Sample_100	Astrocytes
13063-Sample_100	VLMCs
13099-Sample_100	Astrocytes
13142-Sample_100	Oligodendrocytes
13167-Sample_100	Exc. Neurons
13203-Sample_100	Oligodendrocytes
13205-Sample_100	Astrocytes
13218-Sample_100	Oligodendrocytes
13229-Sample_100	Oligodendrocytes
13234-Sample_100	Oligodendrocytes
13258-Sample_100	Oligodendrocytes
13266-Sample_100	Astrocytes
13275-Sample_100	Oligodendrocytes
13284-Sample_100	Oligodendrocytes
13357-Sample_100	Oligodendrocytes
13370-Sample_100	Astrocytes
13406-Sample_100	Astrocytes
13411-Sample_100	Oligodendrocytes
13470-Sample_100	Astrocytes
13480-Sample_100	Oligodendrocytes
13523-Sample_100	Astrocytes
13528-Sample_100	OPCs
13612-Sample_100	Astrocytes
13616-Sample_100	Oligodendrocytes
13661-Sample_100	OPCs
13668-Sample_100	Astrocytes
13682-Sample_100	VLMCs
13736-Sample_100	Astrocytes
13751-Sample_100	Oligodendrocytes
13793-Sample_100	Astrocytes
13816-Sample_100	Oligodendrocytes
13838-Sample_100	Oligodendrocytes
13842-Sample_100	Oligodendrocytes
13851-Sample_100	OPCs
13876-Sample_100	Astrocytes
13904-Sample_100	Oligodendrocytes
13916-Sample_100	Astrocytes
13922-Sample_100	Oligodendrocytes
13970-Sample_100	Oligodendrocytes
13993-Sample_100	Astrocytes
14045-Sample_100	Astrocytes
14073-Sample_100	OPCs
14079-Sample_100	VLMCs
14131-Sample_100	Exc. Neurons
14146-Sample_100	Oligodendrocytes
14168-Sample_100	Endothelial
14201-Sample_100	Oligodendrocytes
14244-Sample_100	Oligodendrocytes
14245-Sample_100	Astrocytes
14257-Sample_100	Astrocytes
14299-Sample_100	Astrocytes
14339-Sample_100	Oligodendrocytes
14406-Sample_100	Astrocytes
14474-Sample_100	Oligodendrocytes
14554-Sample_100	Exc. Neurons
14569-Sample_100	Microglia
14606-Sample_100	Oligodendrocytes
14645-Sample_100	Astrocytes
14668-Sample_100	Oligodendrocytes
14739-Sample_100	Oligodendrocytes
14771-Sample_100	Oligodendrocytes
14773-Sample_100	Oligodendrocytes
14837-Sample_100	Oligodendrocytes
14844-Sample_100	VLMCs
14854-Sample_100	Oligodendrocytes
14859-Sample_100	Astrocytes
14883-Sample_100	Oligodendrocytes
14905-Sample_100	Exc. Neurons
14915-Sample_100	OPCs
14927-Sample_100	Oligodendrocytes
15019-Sample_100	Astrocytes
15032-Sample_100	Astrocytes
15073-Sample_100	Oligodendrocytes
15107-Sample_100	OPCs
15111-Sample_100	Astrocytes
15190-Sample_100	Oligodendrocytes
15311-Sample_100	Astrocytes
15361-Sample_100	Oligodendrocytes
15382-Sample_100	Inh. Neurons
15391-Sample_100	Oligodendrocytes
15436-Sample_100	Oligodendrocytes
15584-Sample_100	VLMCs
15669-Sample_100	Oligodendrocytes
15716-Sample_100	Oligodendrocytes
15778-Sample_100	Inh. Neurons
15796-Sample_100	Exc. Neurons
15812-Sample_100	VLMCs
15839-Sample_100	Oligodendrocytes
15864-Sample_100	Oligodendrocytes
15868-Sample_100	Astrocytes
15875-Sample_100	Oligodendrocytes
16008-Sample_100	Oligodendrocytes
16015-Sample_100	Oligodendrocytes
16019-Sample_100	Microglia
16021-Sample_100	Astrocytes
16049-Sample_100	Oligodendrocytes
16097-Sample_100	Oligodendrocytes
16098-Sample_100	Astrocytes
16110-Sample_100	Oligodendrocytes
16133-Sample_100	Astrocytes
16140-Sample_100	Oligodendrocytes
16170-Sample_100	Oligodendrocytes
16209-Sample_100	Oligodendrocytes
16253-Sample_100	Astrocytes
16258-Sample_100	Astrocytes
16381-Sample_100	Oligodendrocytes
16412-Sample_100	Astrocytes
16421-Sample_100	Oligodendrocytes
16433-Sample_100	Oligodendrocytes
16478-Sample_100	Inh. Neurons
16484-Sample_100	Astrocytes
16519-Sample_100	Astrocytes
16563-Sample_100	Astrocytes
16581-Sample_100	Oligodendrocytes
16585-Sample_100	Oligodendrocytes
16593-Sample_100	Oligodendrocytes
16601-Sample_100	Oligodendrocytes
16641-Sample_100	Astrocytes
16646-Sample_100	Oligodendrocytes
16664-Sample_100	OPCs
16709-Sample_100	Oligodendrocytes
16744-Sample_100	Astrocytes
16751-Sample_100	Oligodendrocytes
16763-Sample_100	Oligodendrocytes
16875-Sample_100	Astrocytes
16889-Sample_100	VLMCs
16957-Sample_100	Oligodendrocytes
16980-Sample_100	Oligodendrocytes
16996-Sample_100	Oligodendrocytes
17057-Sample_100	Oligodendrocytes
17108-Sample_100	Exc. Neurons
17149-Sample_100	Oligodendrocytes
17150-Sample_100	Oligodendrocytes
17160-Sample_100	Oligodendrocytes
17168-Sample_100	Oligodendrocytes
17231-Sample_100	OPCs
17328-Sample_100	OPCs
17359-Sample_100	Oligodendrocytes
17383-Sample_100	Exc. Neurons
17396-Sample_100	Microglia
17470-Sample_100	Exc. Neurons
17556-Sample_100	Oligodendrocytes
17600-Sample_100	Oligodendrocytes
17610-Sample_100	Astrocytes
17613-Sample_100	Astrocytes
17701-Sample_100	Exc. Neurons
17748-Sample_100	OPCs
17782-Sample_100	Oligodendrocytes
17800-Sample_100	Astrocytes
17831-Sample_100	Exc. Neurons
17839-Sample_100	Astrocytes
17847-Sample_100	Oligodendrocytes
17889-Sample_100	Oligodendrocytes
17892-Sample_100	Oligodendrocytes
17895-Sample_100	Astrocytes
17916-Sample_100	Microglia
17950-Sample_100	Astrocytes
17986-Sample_100	Oligodendrocytes
17998-Sample_100	Astrocytes
18000-Sample_100	Astrocytes
18015-Sample_100	Oligodendrocytes
18055-Sample_100	Astrocytes
18068-Sample_100	Oligodendrocytes
18101-Sample_100	VLMCs
18109-Sample_100	Oligodendrocytes
18140-Sample_100	Astrocytes
18169-Sample_100	Astrocytes
18198-Sample_100	Oligodendrocytes
18213-Sample_100	Exc. Neurons
18231-Sample_100	Astrocytes
18238-Sample_100	Astrocytes
18303-Sample_100	Astrocytes
18344-Sample_100	Oligodendrocytes
18354-Sample_100	Oligodendrocytes
18375-Sample_100	Oligodendrocytes
18393-Sample_100	Oligodendrocytes
18441-Sample_100	Astrocytes
18483-Sample_100	Oligodendrocytes
18500-Sample_100	Oligodendrocytes
18519-Sample_100	Astrocytes
18531-Sample_100	Astrocytes
18547-Sample_100	Oligodendrocytes
18561-Sample_100	Oligodendrocytes
18562-Sample_100	Oligodendrocytes
18624-Sample_100	Oligodendrocytes
18640-Sample_100	Oligodendrocytes
18666-Sample_100	Astrocytes
18668-Sample_100	Oligodendrocytes
18697-Sample_100	Oligodendrocytes
18714-Sample_100	Astrocytes
18722-Sample_100	Astrocytes
18728-Sample_100	Oligodendrocytes
18755-Sample_100	Astrocytes
18775-Sample_100	Oligodendrocytes
18776-Sample_100	Astrocytes
18786-Sample_100	OPCs
18804-Sample_100	Astrocytes
18810-Sample_100	Exc. Neurons
18878-Sample_100	Inh. Neurons
18907-Sample_100	Astrocytes
19018-Sample_100	Astrocytes
19040-Sample_100	Astrocytes
19077-Sample_100	Astrocytes
19155-Sample_100	Oligodendrocytes
19260-Sample_100	Astrocytes
19277-Sample_100	Astrocytes
19284-Sample_100	Inh. Neurons
19299-Sample_100	Oligodendrocytes
19302-Sample_100	Astrocytes
19303-Sample_100	Astrocytes
19350-Sample_100	Oligodendrocytes
19399-Sample_100	Astrocytes
19427-Sample_100	Exc. Neurons
19436-Sample_100	Oligodendrocytes
19472-Sample_100	Oligodendrocytes
19487-Sample_100	Astrocytes
19499-Sample_100	Oligodendrocytes
19522-Sample_100	Astrocytes
19545-Sample_100	OPCs
19583-Sample_100	VLMCs
19616-Sample_100	Astrocytes
19643-Sample_100	Oligodendrocytes
19661-Sample_100	Astrocytes
19681-Sample_100	Astrocytes
19685-Sample_100	OPCs
19696-Sample_100	Oligodendrocytes
19706-Sample_100	OPCs
19709-Sample_100	Astrocytes
19743-Sample_100	Oligodendrocytes
19755-Sample_100	Oligodendrocytes
19761-Sample_100	Oligodendrocytes
19781-Sample_100	Astrocytes
19799-Sample_100	Oligodendrocytes
19814-Sample_100	Astrocytes
19868-Sample_100	OPCs
19893-Sample_100	Astrocytes
19920-Sample_100	Oligodendrocytes
19939-Sample_100	VLMCs
19942-Sample_100	Astrocytes
19983-Sample_100	Astrocytes
19985-Sample_100	Oligodendrocytes
20002-Sample_100	Oligodendrocytes
20029-Sample_100	VLMCs
20037-Sample_100	Exc. Neurons
20072-Sample_100	Oligodendrocytes
20161-Sample_100	Endothelial
20195-Sample_100	VLMCs
20271-Sample_100	Oligodendrocytes
20319-Sample_100	Astrocytes
20332-Sample_100	Astrocytes
20389-Sample_100	Astrocytes
20394-Sample_100	Oligodendrocytes
20425-Sample_100	Oligodendrocytes
20518-Sample_100	Oligodendrocytes
20549-Sample_100	Oligodendrocytes
20564-Sample_100	Oligodendrocytes
20575-Sample_100	Astrocytes
20580-Sample_100	Oligodendrocytes
20618-Sample_100	Oligodendrocytes
20646-Sample_100	Astrocytes
20674-Sample_100	Astrocytes
20683-Sample_100	Oligodendrocytes
20690-Sample_100	Astrocytes
20698-Sample_100	Oligodendrocytes
20721-Sample_100	Astrocytes
20753-Sample_100	Oligodendrocytes
20761-Sample_100	Astrocytes
20778-Sample_100	Astrocytes
20844-Sample_100	Endothelial
20850-Sample_100	Oligodendrocytes
20855-Sample_100	Astrocytes
20857-Sample_100	Astrocytes
20894-Sample_100	Oligodendrocytes
20928-Sample_100	Oligodendrocytes
20956-Sample_100	Oligodendrocytes
20975-Sample_100	Astrocytes
20983-Sample_100	Oligodendrocytes
21040-Sample_100	Oligodendrocytes
21073-Sample_100	Astrocytes
21109-Sample_100	Oligodendrocytes
21125-Sample_100	Astrocytes
21150-Sample_100	OPCs
21157-Sample_100	Oligodendrocytes
21217-Sample_100	Oligodendrocytes
21270-Sample_100	Oligodendrocytes
21314-Sample_100	Oligodendrocytes
21315-Sample_100	Exc. Neurons
21372-Sample_100	Astrocytes
21420-Sample_100	Astrocytes
21459-Sample_100	Astrocytes
21505-Sample_100	Oligodendrocytes
21517-Sample_100	Oligodendrocytes
21579-Sample_100	Exc. Neurons
21595-Sample_100	Astrocytes
21637-Sample_100	Inh. Neurons
21699-Sample_100	Astrocytes
21710-Sample_100	Oligodendrocytes
21763-Sample_100	Endothelial
21767-Sample_100	Astrocytes
21815-Sample_100	Oligodendrocytes
21818-Sample_100	Oligodendrocytes
21915-Sample_100	Astrocytes
21940-Sample_100	Oligodendrocytes
21976-Sample_100	Exc. Neurons
22003-Sample_100	Oligodendrocytes
22012-Sample_100	Exc. Neurons
22030-Sample_100	Astrocytes
22049-Sample_100	Astrocytes
22074-Sample_100	Exc. Neurons
22186-Sample_100	Oligodendrocytes
22188-Sample_100	Oligodendrocytes
22235-Sample_100	Microglia
22251-Sample_100	Oligodendrocytes
22258-Sample_100	Astrocytes
22272-Sample_100	Astrocytes
22290-Sample_100	Oligodendrocytes
22310-Sample_100	Inh. Neurons
22336-Sample_100	Astrocytes
22340-Sample_100	OPCs
22345-Sample_100	Oligodendrocytes
22346-Sample_100	Astrocytes
22385-Sample_100	Astrocytes
22400-Sample_100	Astrocytes
22411-Sample_100	Exc. Neurons
22424-Sample_100	Astrocytes
22477-Sample_100	Astrocytes
22529-Sample_100	OPCs
22548-Sample_100	Astrocytes
22558-Sample_100	Oligodendrocytes
22566-Sample_100	Astrocytes
22677-Sample_100	Astrocytes
22704-Sample_100	Astrocytes
22716-Sample_100	Astrocytes
22726-Sample_100	Exc. Neurons
22733-Sample_100	Oligodendrocytes
22754-Sample_100	Oligodendrocytes
22762-Sample_100	Astrocytes
22777-Sample_100	VLMCs
22783-Sample_100	Endothelial
22793-Sample_100	Oligodendrocytes
22805-Sample_100	Oligodendrocytes
22809-Sample_100	Inh. Neurons
22852-Sample_100	Astrocytes
22865-Sample_100	Oligodendrocytes
22876-Sample_100	Inh. Neurons
22885-Sample_100	Oligodendrocytes
22923-Sample_100	Astrocytes
22954-Sample_100	Oligodendrocytes
22974-Sample_100	Oligodendrocytes
23008-Sample_100	Oligodendrocytes
23018-Sample_100	Astrocytes
23024-Sample_100	Astrocytes
23030-Sample_100	Oligodendrocytes
23055-Sample_100	Oligodendrocytes
23123-Sample_100	Exc. Neurons
23161-Sample_100	Oligodendrocytes
23212-Sample_100	OPCs
23277-Sample_100	Oligodendrocytes
23295-Sample_100	VLMCs
23310-Sample_100	Astrocytes
23329-Sample_100	Oligodendrocytes
23337-Sample_100	Inh. Neurons
23339-Sample_100	Oligodendrocytes
23373-Sample_100	Astrocytes
23384-Sample_100	Astrocytes
23404-Sample_100	Oligodendrocytes
23411-Sample_100	Astrocytes
23434-Sample_100	Astrocytes
23498-Sample_100	Exc. Neurons
23506-Sample_100	Oligodendrocytes
23539-Sample_100	Astrocytes
23547-Sample_100	Oligodendrocytes
23552-Sample_100	Oligodendrocytes
23566-Sample_100	VLMCs
23571-Sample_100	OPCs
23575-Sample_100	Astrocytes
23593-Sample_100	Astrocytes
23607-Sample_100	Astrocytes
23634-Sample_100	Oligodendrocytes
23638-Sample_100	Oligodendrocytes
23681-Sample_100	Astrocytes
23683-Sample_100	Oligodendrocytes
23721-Sample_100	Astrocytes
23777-Sample_100	Astrocytes
23786-Sample_100	Astrocytes
23794-Sample_100	Inh. Neurons
23805-Sample_100	Astrocytes
23832-Sample_100	Oligodendrocytes
23851-Sample_100	Astrocytes
23902-Sample_100	Astrocytes
23906-Sample_100	Astrocytes
23918-Sample_100	Oligodendrocytes
23923-Sample_100	OPCs
23956-Sample_100	Astrocytes
23994-Sample_100	OPCs
23999-Sample_100	Oligodendrocytes
24028-Sample_100	Oligodendrocytes
24057-Sample_100	Astrocytes
24079-Sample_100	Oligodendrocytes
24080-Sample_100	Astrocytes
24083-Sample_100	Oligodendrocytes
24089-Sample_100	Astrocytes
24102-Sample_100	Astrocytes
24128-Sample_100	Oligodendrocytes
24135-Sample_100	Astrocytes
24184-Sample_100	Astrocytes
24211-Sample_100	Astrocytes
24225-Sample_100	Oligodendrocytes
24254-Sample_100	Astrocytes
24269-Sample_100	Astrocytes
24297-Sample_100	Astrocytes
24328-Sample_100	Oligodendrocytes
24339-Sample_100	VLMCs
24354-Sample_100	Astrocytes
24442-Sample_100	VLMCs
24446-Sample_100	Oligodendrocytes
24457-Sample_100	Oligodendrocytes
24485-Sample_100	Oligodendrocytes
24559-Sample_100	Astrocytes
24562-Sample_100	Oligodendrocytes
24580-Sample_100	Oligodendrocytes
24590-Sample_100	Exc. Neurons
24637-Sample_100	OPCs
24658-Sample_100	OPCs
24663-Sample_100	VLMCs
24770-Sample_100	VLMCs
24781-Sample_100	Astrocytes
24788-Sample_100	Astrocytes
24831-Sample_100	Exc. Neurons
24842-Sample_100	Astrocytes
24853-Sample_100	Oligodendrocytes
24917-Sample_100	Oligodendrocytes
24955-Sample_100	Astrocytes
24966-Sample_100	Astrocytes
24969-Sample_100	Astrocytes
25006-Sample_100	Oligodendrocytes
25093-Sample_100	Astrocytes
25107-Sample_100	Astrocytes
25110-Sample_100	Astrocytes
25133-Sample_100	Oligodendrocytes
25139-Sample_100	Astrocytes
25206-Sample_100	OPCs
25219-Sample_100	Endothelial
25224-Sample_100	Astrocytes
25247-Sample_100	Endothelial
25270-Sample_100	Oligodendrocytes
25272-Sample_100	VLMCs
25333-Sample_100	Astrocytes
25345-Sample_100	Astrocytes
25361-Sample_100	Astrocytes
25365-Sample_100	Oligodendrocytes
25367-Sample_100	Astrocytes
25368-Sample_100	OPCs
25381-Sample_100	Oligodendrocytes
25399-Sample_100	OPCs
25402-Sample_100	Oligodendrocytes
25421-Sample_100	Astrocytes
25445-Sample_100	Astrocytes
25457-Sample_100	Oligodendrocytes
25459-Sample_100	Oligodendrocytes
25497-Sample_100	Oligodendrocytes
25506-Sample_100	Astrocytes
25568-Sample_100	Astrocytes
25587-Sample_100	Oligodendrocytes
25595-Sample_100	Exc. Neurons
25656-Sample_100	Astrocytes
25665-Sample_100	Oligodendrocytes
25726-Sample_100	Exc. Neurons
25727-Sample_100	Oligodendrocytes
25747-Sample_100	Oligodendrocytes
25819-Sample_100	Astrocytes
25877-Sample_100	Astrocytes
25881-Sample_100	Oligodendrocytes
25892-Sample_100	Astrocytes
25900-Sample_100	Astrocytes
25903-Sample_100	Astrocytes
25916-Sample_100	VLMCs
25942-Sample_100	Astrocytes
25993-Sample_100	Oligodendrocytes
26002-Sample_100	Oligodendrocytes
26039-Sample_100	Exc. Neurons
26051-Sample_100	Astrocytes
26113-Sample_100	Astrocytes
26166-Sample_100	Inh. Neurons
26170-Sample_100	Oligodendrocytes
26199-Sample_100	Astrocytes
26226-Sample_100	Astrocytes
26227-Sample_100	Astrocytes
26233-Sample_100	Oligodendrocytes
26273-Sample_100	Oligodendrocytes
26316-Sample_100	Astrocytes
26323-Sample_100	Oligodendrocytes
26337-Sample_100	Oligodendrocytes
26369-Sample_100	Astrocytes
26404-Sample_100	OPCs
26429-Sample_100	Oligodendrocytes
26459-Sample_100	Oligodendrocytes
26478-Sample_100	Endothelial
26503-Sample_100	Oligodendrocytes
26539-Sample_100	Astrocytes
26564-Sample_100	Exc. Neurons
26616-Sample_100	Oligodendrocytes
26681-Sample_100	Astrocytes
26721-Sample_100	Exc. Neurons
26753-Sample_100	Astrocytes
26754-Sample_100	Oligodendrocytes
26757-Sample_100	Astrocytes
26777-Sample_100	Oligodendrocytes
26797-Sample_100	Oligodendrocytes
26799-Sample_100	Oligodendrocytes
26823-Sample_100	Oligodendrocytes
26857-Sample_100	Astrocytes
26867-Sample_100	Oligodendrocytes
26899-Sample_100	VLMCs
26927-Sample_100	Oligodendrocytes
26989-Sample_100	VLMCs
26990-Sample_100	Oligodendrocytes
27011-Sample_100	OPCs
27055-Sample_100	OPCs
27077-Sample_100	Exc. Neurons
27081-Sample_100	Astrocytes
27126-Sample_100	Oligodendrocytes
27176-Sample_100	Exc. Neurons
27182-Sample_100	Oligodendrocytes
27245-Sample_100	Oligodendrocytes
27289-Sample_100	Astrocytes
27308-Sample_100	Astrocytes
27334-Sample_100	Oligodendrocytes
27344-Sample_100	Oligodendrocytes
27364-Sample_100	Oligodendrocytes
27390-Sample_100	Astrocytes
27391-Sample_100	Oligodendrocytes
27425-Sample_100	Astrocytes
27439-Sample_100	Astrocytes
27525-Sample_100	Astrocytes
27659-Sample_100	Astrocytes
27661-Sample_100	Astrocytes
27670-Sample_100	Astrocytes
27677-Sample_100	Astrocytes
27681-Sample_100	Oligodendrocytes
27791-Sample_100	Astrocytes
27816-Sample_100	Oligodendrocytes
27865-Sample_100	Exc. Neurons
27916-Sample_100	OPCs
28019-Sample_100	Astrocytes
28027-Sample_100	OPCs
28033-Sample_100	Astrocytes
28080-Sample_100	Astrocytes
28091-Sample_100	Astrocytes
28092-Sample_100	Astrocytes
28100-Sample_100	Oligodendrocytes
28102-Sample_100	Oligodendrocytes
28107-Sample_100	Oligodendrocytes
28111-Sample_100	Oligodendrocytes
28143-Sample_100	OPCs
28151-Sample_100	Astrocytes
28170-Sample_100	Oligodendrocytes
28171-Sample_100	Oligodendrocytes
28260-Sample_100	VLMCs
28267-Sample_100	Oligodendrocytes
28269-Sample_100	Astrocytes
28280-Sample_100	Astrocytes
28282-Sample_100	Oligodendrocytes
28284-Sample_100	OPCs
28360-Sample_100	VLMCs
28362-Sample_100	Oligodendrocytes
28379-Sample_100	Astrocytes
28389-Sample_100	Oligodendrocytes
28420-Sample_100	OPCs
28429-Sample_100	Astrocytes
28456-Sample_100	Astrocytes
28464-Sample_100	Oligodendrocytes
28469-Sample_100	Exc. Neurons
28480-Sample_100	Oligodendrocytes
28503-Sample_100	Oligodendrocytes
28513-Sample_100	Oligodendrocytes
28526-Sample_100	OPCs
28529-Sample_100	Astrocytes
28591-Sample_100	Astrocytes
28606-Sample_100	Microglia
28638-Sample_100	Astrocytes
28685-Sample_100	Oligodendrocytes
28715-Sample_100	OPCs
28753-Sample_100	Oligodendrocytes
28779-Sample_100	Astrocytes
28787-Sample_100	Microglia
28821-Sample_100	Exc. Neurons
28829-Sample_100	Astrocytes
28833-Sample_100	Astrocytes
28847-Sample_100	Oligodendrocytes
28851-Sample_100	Oligodendrocytes
28859-Sample_100	Oligodendrocytes
28863-Sample_100	Astrocytes
28928-Sample_100	Astrocytes
28935-Sample_100	Oligodendrocytes
28994-Sample_100	Exc. Neurons
28995-Sample_100	OPCs
28997-Sample_100	Astrocytes
29001-Sample_100	Oligodendrocytes
29036-Sample_100	Oligodendrocytes
29061-Sample_100	Microglia
29068-Sample_100	Oligodendrocytes
29072-Sample_100	OPCs
29083-Sample_100	Astrocytes
29096-Sample_100	Astrocytes
29099-Sample_100	Astrocytes
29139-Sample_100	Astrocytes
29147-Sample_100	OPCs
29223-Sample_100	Microglia
29384-Sample_100	Astrocytes
29395-Sample_100	Exc. Neurons
29416-Sample_100	OPCs
29448-Sample_100	Oligodendrocytes
29454-Sample_100	Exc. Neurons
29484-Sample_100	Astrocytes
29551-Sample_100	Oligodendrocytes
29566-Sample_100	Oligodendrocytes
29575-Sample_100	Astrocytes
29579-Sample_100	OPCs
29591-Sample_100	Oligodendrocytes
29636-Sample_100	Oligodendrocytes
29648-Sample_100	VLMCs
29676-Sample_100	Oligodendrocytes
29714-Sample_100	Oligodendrocytes
29748-Sample_100	OPCs
29784-Sample_100	Exc. Neurons
29794-Sample_100	Oligodendrocytes
29863-Sample_100	OPCs
29871-Sample_100	Astrocytes
29879-Sample_100	Astrocytes
29957-Sample_100	Astrocytes
29963-Sample_100	Astrocytes
29967-Sample_100	Oligodendrocytes
29983-Sample_100	Astrocytes
